,Drug1,Drug1,Drug1,Drug1,Drug2,Drug2,Drug2,Drug2,Drug3,Drug3,Drug3,Drug3
Compound_83231,820.362463481882,1006.75601844032,1040.21013583041,1143.05298953731,903.743078783095,849.246863517571,693.228401725508,910.515949856324,1296.26534418409,1448.23484791345,829.476298665302,937.970928759024
Compound_69014,803.042142702807,1171.88934380403,939.114422888911,1210.01575732793,1118.35560478283,1190.41884023595,1345.39214661146,1169.78763749822,987.998358666346,889.529800796913,526.303674913585,1088.81874735718
Compound_65107,707.882319377865,1092.36336988429,1172.78681528904,1003.66392399884,1154.60993537435,989.05261483399,1119.46269499922,1229.08965062017,908.131964292165,757.375393226611,995.056425772987,939.808654826415
Compound_55184,1156.9146879634,401.306734581288,727.954918624657,803.635734475726,963.456675870639,1082.54869669341,1310.73532418191,1262.93088108887,1038.90129188799,1007.57782292162,898.417562012526,1031.99678173274
Compound_52737,1150.56130716401,1125.46900205802,898.768765284012,1290.43184979959,921.867733164731,680.619605426025,710.090497963806,942.163782070299,865.264778482033,1185.15844675554,1138.2098645276,1051.73090751122
Compound_49073,917.473481459941,638.718289444309,1202.49119278579,793.219540566561,1222.37527281365,1061.64883856961,1587.56990893391,1326.81625420652,791.19471384546,621.444767982713,1268.33956886247,839.665264171528
Compound_38981,1140.40786875032,826.880068202145,1084.96557491206,1291.41966491309,785.79518132645,761.731995882716,907.032313068801,1045.39195908029,769.270444519566,1229.58897834604,1125.87157408707,1299.63030013873
Compound_15052,1245.86694037815,977.424196661591,1161.4328704508,1184.42380277957,1090.85502626031,963.065952509504,889.738813075652,822.545107849966,1261.61510324473,1192.0967976805,1102.52825903027,888.469356739788
Compound_59266,779.203677525996,699.731238796061,784.178198888584,1093.90023134398,912.151211397139,1063.61706402377,1024.64646418876,1096.93344112251,742.001184585658,777.782720897636,890.281283619831,875.636283286922
Compound_12556,950.524562901723,915.934373938284,797.596867206963,1140.43368912146,1184.97084581849,1175.64961707669,1042.46365390026,1281.77963670614,688.412190556992,647.61658811213,742.482045796734,970.126624035235
Compound_37883,573.152428037898,886.938614300322,597.945996449829,800.776422538107,1241.45711972347,1122.38312834176,992.203052993414,1309.84733397506,1108.19784894732,1214.25355626872,890.142543804002,1012.89434727396
Compound_69430,1260.44800407959,889.43309113453,1212.74567855088,1381.51252314537,745.05514807983,959.074117988687,745.754787135585,910.349845609121,922.21569908988,1038.11566122758,1024.91422781469,1190.28244704291
Compound_21902,854.884319232458,1395.91996894013,1373.13771759516,892.642897000829,857.07034016782,951.445145171811,1000.16285913828,985.63884632162,1382.34105910778,1031.62494062483,1236.31858533852,1174.15803462246
Compound_13716,1161.11339744391,1210.75413829935,1343.87258713984,984.528509968779,1029.34257192983,884.775164623191,1016.08946066792,924.606674488224,1025.22071470222,962.025465810102,1185.339018505,1043.339475378
Compound_35690,1232.47459109932,1340.60645368693,1244.98636765622,738.729021335613,974.165371520385,801.485011355808,767.391617016294,829.092555970491,1066.33599809518,822.011599682598,1892.30027809244,1188.1137970187
Compound_56381,1180.48973440162,956.355580206728,691.766505885824,1182.17367535431,747.970796578335,976.490242116607,746.232049149539,873.818011105856,1146.11462724372,1142.23416218837,1139.16823201198,1166.85006229363
Compound_77821,764.308947579003,826.525060103722,741.633411728125,640.496967126385,1191.03770671814,959.251297713901,1362.6593033985,1363.3480675854,960.893838678369,1016.39532618125,1038.99766326439,782.484233849535
Compound_19424,774.022577145305,1092.63239019102,945.176295302682,1162.17157243296,1153.26523244413,1110.73730919808,1075.00938615204,1166.57984061137,1007.89289057811,969.576955271891,919.339446977022,1176.21895159507
Compound_50159,1058.1799929942,924.790829400299,1591.45248991978,1047.21161449925,720.365107046453,968.307316071674,927.978871426346,791.033871478674,878.545508772516,1484.84860018741,1080.48505301684,1016.06060184108
Compound_42884,630.896043111921,1093.97815040112,1187.23729117417,1006.90460848759,1148.163989461,1176.46546542049,1130.82051380385,1283.74733453468,818.310431414485,748.567622331297,1013.14216279166,1014.97325207663
Compound_35722,956.783046380187,846.068428873149,998.992484710932,986.707535090617,625.5785976904,643.975357258,909.712279445649,801.84777682273,1379.94810689472,992.373054825224,869.758060889427,972.855111576114
Compound_34677,1005.5697134218,1126.55955244255,855.975201792211,842.479958443402,1139.2817720086,1242.32288553478,1161.44688385169,1030.73304466925,660.604232901308,980.650246571475,1132.03669354449,1064.54061549911
Compound_84424,1350.11831115158,1158.02809186088,1155.21783387758,1169.93271961226,729.320513358886,797.320939980186,974.811303453697,887.370430310481,1159.91733637901,879.47264133566,1069.7153933043,770.365075894765
Compound_93406,1169.79619172051,1472.0814401064,758.965903000137,958.089184084888,914.483625817022,842.890104106553,744.289783647963,864.554210165452,1387.58596935999,929.416083787648,921.256480733302,1291.27113076244
Compound_95656,842.394215180627,875.749525657123,1009.8584013987,898.014735468172,761.026952537306,847.433112336456,686.512853240269,765.457533037955,843.523799424205,914.140188969506,1144.31368199283,748.955245640879
Compound_31668,860.905050788708,1124.52927533334,989.857893730274,844.091883386855,1146.37568090933,1089.73659083796,1256.5329018143,968.47501125552,713.331905740683,1015.16762984885,991.181372151219,921.146636535989
Compound_89061,760.031672636262,971.903841295937,1104.43298079692,655.755399572365,1009.92292827783,1216.96772435048,1032.18858423832,1080.86144798264,905.297943092409,722.450774382868,981.803200862183,909.880093086777
Compound_65361,1011.34173774527,851.450299103546,1061.06033689083,1217.94501813088,703.587978065304,838.638836793125,981.034207309924,758.464419203499,1050.39927860094,1120.83490698978,968.886794214602,1287.75264623533
Compound_98710,595.478118942784,1150.62823928893,915.893135464093,1028.59179938906,1163.9859904894,933.344340060324,1181.85530807731,1170.51246921458,975.130794950939,946.693771103088,923.861918591016,758.870496627636
Compound_36612,1175.47075118656,1033.65019187334,1494.24599968833,1092.09219999853,984.079089347829,768.063442769524,744.695483905256,824.062160856182,927.007775843561,996.136434508475,1022.50807846238,1048.76280931667
Compound_94577,973.394236673463,1022.82767376929,998.911936899816,839.568605296156,774.454272909203,691.853292425304,642.775263314811,885.052540111283,753.532408250358,866.802122493281,890.825601619089,1050.74584403669
Compound_39738,1216.29299931085,978.745651243319,711.108514944305,755.069318135984,1148.89761097934,1083.11077608543,1386.42139101429,1093.30857617122,725.435354202379,957.096145524716,900.614222954246,1011.7176987801
Compound_30385,1204.86653007885,1109.8662365214,1088.1072791278,1068.3290389721,1314.53839702103,1402.52803773347,1188.44122872168,1352.76193382486,1124.94212203556,1215.59057774916,1156.19814664239,1133.49151649288
Compound_78571,1056.41325333574,999.731724958205,830.555677803465,930.896816323157,1203.6498778553,1033.88826134997,1158.31037852798,1071.01246200856,1219.88419704394,814.286809021093,884.431021256487,933.712527328928
Compound_67480,1093.43304915577,853.46027095884,689.371790207172,1212.95679504055,1097.148443067,1180.62162855657,1038.78218973115,1339.04833802329,716.922203507284,1052.46564279207,761.483566015222,1144.58718116102
Compound_75123,1215.86657231311,1383.56249216564,1253.75256862034,975.868910405341,919.501521562753,973.167560717401,999.895451236184,844.717618143434,1224.69053448461,1097.10915041817,848.7005611273,1077.57185584087
Compound_5192,740.828370324476,591.274304831327,822.624880864628,1112.64060524415,1048.38391436338,1282.11299934288,1182.40596810593,898.050641023732,771.450236350506,825.982197608108,912.256663918036,776.858975342314
Compound_70334,978.612286505348,999.496517502727,1342.55023913253,1200.97546929435,1372.19988420519,1225.10143210212,1403.13153558159,1206.09630174349,916.482409548731,1007.99632385028,1034.52823068844,893.229150345964
Compound_68606,774.617450492693,853.625425315002,798.833243685288,937.485822078843,1042.8935094536,1130.44465083677,942.979018006947,1023.09844906551,986.583559970305,1079.94041429438,922.894245128985,867.839548885516
Compound_331,702.105143124146,932.449332470692,1182.74901314959,1307.37746963495,613.163540289018,769.428578578621,746.354411481716,860.434198612071,1075.11629390033,967.646439891448,1422.31124540893,1007.17713909361
Compound_28090,1056.42794072278,760.751224833866,965.033931030205,877.600343972607,1001.68980520955,1032.46473556303,1058.22586349698,1191.30728374179,796.717548449757,827.525756269856,454.508680183208,801.300652811614
Compound_99001,733.549268844955,880.416842891431,708.482986301605,1250.54681224797,1198.19155249043,1300.81310978249,1138.38060360931,1205.9953292482,1205.62745214135,1033.63697051183,870.77414467172,1239.70348935685
Compound_33791,1084.89054775759,1029.56230232416,1167.84533881697,992.899477724295,1028.15929701085,689.430253750489,832.38336719517,782.955473200802,1037.9407057095,1402.01084637634,956.067675591589,890.11742181051
Compound_60212,1404.96697161826,1092.12479389196,855.330314632962,1171.59860129668,919.314497143167,663.462631448039,692.765779257758,904.477365783619,611.073644624307,1126.05867716198,1071.68482650761,1104.75173175381
Compound_49270,1343.64893018371,865.579599844423,1391.62704567494,1117.20053432209,991.365084815897,962.191724697305,917.950430305387,915.730862535357,1126.80915164008,1226.99446303014,857.769516457357,1013.44470119791
Compound_48419,1328.25296866398,1265.88427084706,1180.44144865035,1461.73510942585,964.56071272526,1083.46837946154,1091.13383834629,948.400215349068,1399.22877565924,1088.22124176789,1084.42296246136,1051.03857187762
Compound_54259,1220.68850360386,1284.88076359869,951.265592318701,1077.2746688913,654.107722357764,702.779129759477,660.934588553072,846.419905815591,1158.82609520068,1178.18408341055,886.996762226598,991.864076632147
Compound_15053,1069.90354994063,922.92989998277,997.079414485194,971.473377259802,783.546405994314,940.900433829792,904.664648423668,839.161546518336,976.360680610475,1431.04658894366,912.268465473394,934.337301885465
Compound_26794,1169.77819415643,959.080091899835,781.749835945579,1053.70670489587,1181.06757949469,1150.24448793163,1056.59272998252,1160.07850253114,917.613070595335,1095.51081673757,862.902732540115,936.229230568504
Compound_73236,1045.89607368671,1023.48592607101,1157.47363050397,1200.25104469818,1360.03554502642,1416.76548018163,1218.13790428114,1275.54882418646,892.487136240024,881.732502797513,659.386906872461,1000.64258862042
Compound_18570,1109.48879245376,1042.64290630699,1102.22164486111,837.787427794631,964.26325170041,528.786707702212,560.310212173159,895.543479878902,1344.05602733421,922.606268645315,1217.64986384804,1161.36693544283
Compound_28330,1029.89258867491,1630.71410452719,1042.99376106893,950.897517380931,903.822943637383,750.819201263116,966.983807194768,969.741269956423,1083.86170924394,1318.38383403656,857.097179944634,1225.81196703339
Compound_73910,823.816753094613,1172.78522433745,1097.62593849144,1156.25810425938,827.327975248003,979.716442618274,753.918167560214,794.518457453023,881.24232814888,1305.33564023377,1041.25656602823,936.080540302848
Compound_15738,912.902323008241,996.678172924396,809.60260003994,985.311102322313,796.061309642842,715.076313890004,862.462424332193,769.934354242469,990.637875552644,1144.82211881005,1268.5374602583,891.195112543775
Compound_68905,1283.49874537859,1294.78870370244,1032.47413951775,890.727024077298,922.078375092202,827.107415006909,966.344428208689,730.196600527326,913.625138474694,1171.82907077116,876.32940202356,926.089808030022
Compound_10608,947.882841603969,1282.71523226127,1077.68759099516,1080.55789371396,876.758146783157,930.604847003257,678.158976187002,1030.44625252348,1239.41924475717,1241.78589432021,1045.32308617987,1352.08667146888
Compound_52562,1097.74426708094,1379.33939664105,1060.3091815021,892.770783716237,854.107600291046,983.728522469354,928.881708559316,785.062249685257,1131.65524436003,906.771242704928,1113.61073179836,1070.17315711107
Compound_80480,1026.00082222468,1181.84952712684,764.436603407609,1076.05005989769,1028.48575063552,1270.84726126929,1160.97742353445,1186.18735629518,616.293793996405,805.212159451381,787.017062400261,957.202634892218
Compound_72609,1018.11336169309,903.608801359749,1162.6904266279,1051.22190965156,654.52920983481,788.193499510829,761.958615422719,821.142841380521,1280.14992594455,864.121256347683,1019.41688290014,1102.92529218865
Compound_45890,959.637734859195,720.722815752301,902.319689614409,1153.92244104462,1265.01330100489,1386.11626484742,1095.96608678175,1251.61887132576,1017.62222755499,756.99003105195,1176.15530445298,1148.83622246668
Compound_7922,899.341275960558,941.785267187242,1354.43383830164,1054.09252723705,852.173911648043,862.668229251177,808.155809332972,773.989764132526,937.877213375674,1290.98269522134,1127.71514895535,1052.56395601221
Compound_5572,765.735003113687,1007.24968274578,1318.80777773246,910.634437801207,1212.4805236841,1433.00296530856,1234.57967056818,1254.36481475764,952.576473734958,1022.21211865566,1091.60625525453,934.440470469743
Compound_41601,1128.22830105647,1328.90195056701,1092.37191528159,997.494738587955,903.438294788621,724.841064628652,640.543366101325,897.86340366722,1030.00146880543,1201.78257283917,1060.08980094795,1330.17230352927
Compound_29563,923.274815780647,990.445593360145,706.733431076063,1011.19151860458,1170.4179122498,1022.89819657558,1175.58209776754,1073.26014522883,1168.10126513356,1046.58756226355,819.242337814768,1041.24633053782
Compound_71962,929.693800000979,1227.72196393375,914.160978942353,983.603671093186,1140.62242700042,1153.72638364747,1199.75684219089,1115.30480946739,1029.86384628108,872.769750263303,1005.37053689725,989.356009625817
Compound_88242,924.195136147046,1028.33363044273,828.941949425981,624.851505243837,1246.97076612298,1040.87001504092,1257.01637026162,907.900044741781,988.455162124212,1038.99800943566,683.632255158918,732.00970720893
Compound_66570,1112.3086309254,945.178950223062,1139.78395572689,1068.65312816513,1353.48717721119,1142.56210297364,1142.66287204021,1131.37577387048,864.791834920372,1126.06610986078,1147.94475607116,738.214445146076
Compound_87129,1023.27157589226,1175.70705157146,879.36574871144,920.478777000468,716.126232201782,935.055998355503,1000.87979128419,730.21666364219,1144.80919637082,1002.39833334841,1202.05797427292,1157.38834408427
Compound_27060,946.550802595887,980.331949142678,1164.02243900528,984.024365346578,1195.67914898332,1071.11164393976,1246.6902932149,1261.67642129765,1019.71000023039,980.383379067492,870.320241560158,671.079256669983
Compound_51793,681.364507396707,772.112297661076,850.551131072868,822.722524159049,1034.17579421365,938.61832746367,1191.2317130043,1011.20502060009,892.293545519905,979.530632057905,1089.27809243642,775.386053048048
Compound_48934,992.152816769017,838.701720787852,1053.70897544767,757.895954125961,1332.49655720186,1191.78431059203,1025.90784603923,986.941477193054,1094.88693005728,745.934843357527,885.108708171315,813.938296285381
Compound_11477,1198.63913282124,834.921424997536,958.154391021697,833.204361874965,1238.40579571745,993.40328271148,1052.35611167101,1352.24086729806,764.891703057238,1109.39725058319,640.83772471625,895.601681849535
Compound_20020,825.883877114547,1097.32360331617,1370.8921233179,1024.99881900423,774.370200933185,670.243457194318,762.290332459715,628.373342082933,923.495918192903,1044.01658485409,982.100994865773,1005.11128710567
Compound_21972,845.370231322602,754.602357390024,818.701052384341,1170.71891410483,1114.07435476028,1011.93605461319,1263.99603238224,1111.95654713346,1033.71038122406,916.317965037494,729.595472632793,1162.32688342011
Compound_20496,1140.62868573831,1271.3231634818,1310.07355543937,1159.15625280103,984.377129946275,854.800576134646,808.544593705918,650.704901147527,1062.32113764477,990.726354669324,1253.25747279176,1376.4670004807
Compound_37991,771.295536354591,609.391638493667,893.94750082029,569.801063877385,936.10235434352,1130.90252104941,1271.39194136506,1214.42010324521,911.229962859884,946.696794433286,796.345700805498,1378.37405659927
Compound_52262,1055.84546204307,1234.96492950458,986.102844809289,977.153969782255,1226.85262941676,1199.44746496174,1285.93735627422,1291.78971664832,941.113846491662,848.400447417838,959.352772256759,1003.89751124727
Compound_75614,1175.35996377884,1703.2361528811,902.076016156743,1443.53230252692,983.64857614206,945.486667561507,901.022960041435,612.097898308072,1138.23628820693,1235.0631114255,1137.2424830568,903.369031126832
Compound_19699,672.76403556001,1438.85149627132,803.928636174885,970.892550060104,691.703222777186,1030.48733302662,720.153847497496,585.322142057991,1251.85227448686,1088.66305989752,1313.30300887402,1016.39619001475
Compound_76148,798.484367835205,857.211856010994,946.267794353231,1078.60974020229,716.495219641977,620.349503152954,832.478200073099,700.669307833913,733.608127993256,1380.19448085414,1021.6082380833,911.567816851306
Compound_37015,819.881138011449,1158.53312161859,1329.68445689934,1184.94028531422,854.685681082059,769.217714938438,894.064719332784,693.832296141223,959.404512858775,1299.90068175893,1168.44373832633,1121.49291452083
Compound_85019,640.775143793222,921.518043124039,1188.8686737031,782.116068924308,1138.15980376875,982.936146681161,1129.95172708096,1288.20181963534,1150.7418197605,831.772505519139,659.081750728806,610.217481696965
Compound_27252,1089.53768868243,1518.37913682083,1082.68395569421,1041.59660096524,642.580880501104,873.562107254628,795.199080028974,702.620216743914,1143.98715343554,1397.75895534612,844.495782663253,1068.53320979688
Compound_70111,951.841849439737,1216.81290687953,1078.78124355917,1086.60594750349,1245.97802002314,1129.85487915669,1152.51318305403,1100.9066499852,748.200609546495,714.765882298661,1030.57780483419,803.582985603314
Compound_8746,764.696311717467,1057.50292348662,976.349880397482,724.825373771269,1054.34395184185,1122.39140975692,1114.23737353355,983.771155554127,745.032413501633,818.625674764826,682.835492457796,1094.68702057136
Compound_93355,622.912461613065,850.268984279319,1072.58660158699,1118.4284031577,834.65959609688,743.612767082992,671.903759705849,802.42911845739,1027.28949056164,1152.02336934746,1037.71663083681,924.744787039865
Compound_14256,913.190275059764,860.045258802151,1004.13382895759,1207.83255281558,865.748918783788,673.704147381076,832.750843734184,808.67509664303,991.946074876832,1055.96308326892,1275.95194995435,961.870877968076
Compound_66331,1018.17098914969,946.468558010666,1002.32461376836,1035.9491031515,866.164048231743,625.118052225886,688.974147731178,510.041872444909,1157.47792644964,1180.38658100397,1051.65865242367,1116.94753878352
Compound_33882,1203.90389956598,1215.26298766745,944.042725398437,1234.05982835358,945.14497314378,693.388376425367,714.147140253063,910.686879118833,719.953283912472,1254.01879727429,1028.54341340194,765.656430865986
Compound_81498,1043.55518235862,1299.72232833058,935.779330506488,1477.2696735637,823.427687127094,795.93982911584,692.389680734906,893.080037002942,1184.30582299237,1028.80110293622,953.184558077967,932.596646179253
Compound_34525,885.686636502899,865.67648942042,700.981194419125,957.479996681092,1160.85864992109,1207.52145532651,1093.59554954149,968.372326793905,1179.10869849834,795.145017731172,601.154853128753,1061.85174003787
Compound_69481,1039.77008015302,1338.52575810629,1074.35477464671,1096.73463738248,839.161730507639,877.66847814732,842.73865277203,914.454450943852,1000.30205074792,1057.59702096672,1176.65180612573,924.185488414861
Compound_4781,1220.37995580323,719.24808234982,831.266926192813,1046.38101635863,1146.8764351674,1175.8191393642,1305.23734406262,1506.27472617413,1169.3537193264,983.569532369462,1188.42599750172,978.904633154646
Compound_44093,1132.9563566723,1369.25232123768,940.016680425336,996.161590946785,840.822520230262,984.337273790505,841.891042738435,920.570786252944,1183.30052942149,1234.91593718952,1133.79300778625,1005.2928882489
Compound_10401,753.805651972514,893.020466107969,1181.42339818495,993.528443448229,1365.84028518618,1182.36713473006,1308.63523606143,1187.66730020801,1031.28177695135,1429.27285501549,943.147530712644,1241.62257873123
Compound_198,1485.21465616394,1087.37253794953,1173.43112488837,988.751657067865,959.591435399736,1016.13315753696,754.164558694591,824.834007061666,1133.32581173986,1114.21290620516,980.394068435849,1065.45744372977
Compound_64991,1227.50953434783,1177.33218737853,781.845182255568,864.852429156902,1269.58073054492,1399.75002717574,1166.62284833701,1233.45802260165,779.231001835071,1000.53799711624,1298.1585267664,995.17426235888
Compound_97492,1112.48806837597,1032.21954359475,933.369157855622,1066.51380453428,1083.08928529855,1233.51156024318,1348.04727308982,1272.53743298616,982.815015715926,1059.81683845291,917.293123570744,830.417258873309
Compound_22282,961.425049559061,1236.15924448659,919.656461790878,1134.72142835246,995.795290827928,1223.40563410113,1271.02537727213,1291.3213030092,705.364121593157,592.882975539058,961.89748058801,965.945394501939
Compound_54006,1156.47858798268,1290.54373515722,903.075078164173,1337.67990019097,820.035380389201,903.129867575489,1059.00244331099,826.467268581515,949.231881678398,977.071291336691,1317.72767734613,913.94980063014
Compound_2753,1063.91789515678,1421.06749196674,631.576570717995,1214.85885845806,662.840512440129,774.318261365395,965.797709108814,879.523427680014,936.585600580833,1085.04687841169,1422.69348340993,879.689621188768
Compound_48454,1204.78283739269,896.241973784752,1296.65734871275,1203.4538278996,980.881136141184,711.666260193382,1006.53037318596,963.403849400318,1019.29027574661,1169.26450611059,933.491272793082,1318.73187258578
Compound_65337,1054.23448959943,1019.37363733384,856.412925627864,948.429810699809,1304.95155783593,1174.75325594683,1062.89076088857,1398.56721322867,842.590062640982,712.796231056539,965.837298537178,961.958856744482
Compound_37528,1296.80360567882,1154.69929271375,1023.11115702536,1143.96688896408,1218.41182129729,1158.45195055366,1179.21025872456,1157.55994130585,955.940989472136,855.453268703426,943.963364377959,1083.32443077254
Compound_24037,862.764536612229,1188.37032639102,928.529583322068,1203.36893721062,932.249004453783,846.296987279527,791.218368791561,1002.77711090684,1419.24848117733,1051.10301153973,977.017186119933,1208.06269228806
Compound_91497,1136.4520614732,1407.58627443044,1258.13805252905,820.875028303959,915.498022299,971.517570612197,862.961698132793,911.175213794934,1316.76515458672,802.853578152005,1226.93755013344,1208.48519906969
Compound_42146,1296.25220508622,1234.73156899822,1054.60928391055,1113.44422736728,969.049229031489,788.785447174372,987.529486171953,780.670579904893,689.278571749342,1150.65221110452,1065.55487538677,1161.61434229157
Compound_17824,968.481009961556,1062.94773185037,1237.21174663282,781.148401157707,837.023954979635,955.530403237009,989.532710930423,877.351031214589,989.450110190688,1175.61861279177,1091.8339144221,1360.76605132683
Compound_56418,1102.60885190041,743.610457090142,705.900967514149,1241.90742258648,1061.04706838955,1328.4687326848,1294.0724730748,1166.91028345026,881.508106596677,504.09507698518,570.776897219044,971.770392354625
Compound_30618,1074.45979119483,1155.34703895304,1073.99357896255,1201.6180590175,812.26047339207,662.3987586075,906.767816651935,573.229047593374,944.910951274703,795.903886036431,1052.88257733643,730.876365781711
Compound_64939,861.860999905247,1003.94017323921,819.873895611964,1025.78398533097,1191.01967451857,1253.89545573793,1160.8056622641,1078.16871428164,885.928290181231,1200.19728154991,556.291170413934,1046.26831984284
Compound_80618,928.508992632189,887.923516182711,922.738856712063,1047.03383931786,879.232712047158,855.141005916049,849.520027622407,834.18918589094,1063.02218149124,727.039192474797,1132.68324936581,1137.53851644022
Compound_68427,1030.51652878978,1137.40450085786,1021.39068565128,906.458049031313,1082.81844479027,1163.83927277822,1179.17147769171,1024.20117318399,995.932047844558,1018.73571321457,932.724226655769,894.95475948142
Compound_84552,863.923014750008,882.795360437765,921.270400570307,1045.01313155255,1023.64053154277,1343.86007025124,1363.70000733087,1229.70902121906,798.067230212969,583.902075910227,1104.41050828853,956.022625998595
Compound_96865,1144.10470532675,1078.1487426196,1189.09820429042,1273.48777929432,936.59006266779,944.649791914744,1082.97662627675,784.376945000197,975.966759606114,1139.11210207723,1066.48895472948,1146.65394229536
Compound_13505,946.336198394981,913.979968901027,945.425529701886,959.463051725936,738.462715116774,653.655457053531,900.046724561384,611.784942629963,1411.23948684262,1039.8160810502,823.057465933271,967.266619181052
Compound_97487,1094.20646075075,1115.55177242627,1378.44173237936,1017.94988546308,1022.19238048832,839.403966084581,654.676200071818,925.148665093645,950.120580919584,1175.52912043999,994.757792447902,1259.76476108143
Compound_98618,855.529542743937,886.287893197234,705.09075763401,1141.79250374092,1151.2887350055,1000.46000570456,1224.15121251894,1139.09765786607,886.063672963643,1109.20811768118,572.441765052435,820.823257200582
Compound_52349,947.404217457864,1025.09408609496,855.848430203864,1333.85965378189,896.796475554002,962.141095234117,710.456831715391,941.312171529386,1182.01207073648,1323.24067777141,1033.76228265154,1103.57909775641
Compound_38580,1258.92063800426,1382.90208128156,1450.61946830016,922.51688623182,1020.78792688143,995.611772406703,1039.16306949207,827.231161017278,1129.52287226559,1291.89980043682,1202.09460413371,959.869836381515
Compound_11654,1113.66759836353,1266.96572372957,1092.31859199189,1039.49300391921,858.291116301059,828.237248831336,452.333240775471,760.171699876288,1048.77743007415,1041.39872607257,1105.50014101326,1124.02285854365
Compound_82101,1119.48699492296,906.265848367028,1185.43652826159,860.09382637546,751.829235595489,919.533766804169,690.618894756636,498.224219907162,936.983979441078,1020.59035700521,1023.82829702248,1012.05832332877
Compound_74448,1220.69790648813,948.472159305674,982.242929863456,689.768746845443,1200.72935549065,1163.95559913235,1156.6918569407,1060.8439965352,980.964551059232,762.047874103614,901.096222669963,1100.1655252968
Compound_74935,1142.60719699698,761.946369867618,680.16995643274,1021.43141254501,1245.93734927321,1232.71409308659,1118.97285364593,1327.33364705969,1029.13450256002,1092.20424863363,814.908761528309,1186.48160049101
Compound_65758,835.586225269212,840.2559612128,1219.45812068166,1185.61121726225,1187.70237995569,1057.26445687342,1197.44903544828,1276.66021197347,895.993523271998,1171.29982108097,956.909014613651,919.534774656407
Compound_23550,838.239699430724,845.06607365198,1191.18631626444,997.03795407494,896.002367406768,586.524068327081,757.100162420993,604.236639428006,1255.0754516034,983.200367710129,1188.55255253356,824.828525923659
Compound_36672,1221.51160231214,719.027908476461,995.735708335332,791.299798612587,643.026082560425,889.382323645322,771.766551180572,835.790783329178,1126.05611491846,1120.04070304707,852.655502355367,1020.18888599582
Compound_50826,821.987377949155,998.91433288898,894.452398099972,796.39316941466,990.573759106605,1038.7381789481,1189.61321641069,1095.23590653629,921.245578710775,946.137072910671,915.035412522091,924.79079767609
Compound_56724,1126.71642526699,889.021776620241,788.854812364941,1131.92956733237,766.554333486572,891.697931293433,839.032089864194,841.925205603059,1297.9777100435,961.674544183164,832.959472314448,935.14558519375
Compound_73499,864.815148476245,444.155907600812,865.919096377345,585.128148736081,1067.48901358214,1121.75166920859,1220.67920449555,1392.57508709708,1000.42802528169,976.598175347716,978.310144067181,1094.36957914469
Compound_93536,1167.49690013857,1502.87797918377,1193.46200016886,968.899725603076,989.031958427075,822.605354487035,550.323643671776,831.199988350869,1097.13578785509,980.619311481943,1200.20706601476,675.521678400792
Compound_58013,1294.8658111607,879.600821391311,1248.6452950876,716.291644330992,1224.34657535354,1243.89263190248,1097.43258182341,1232.72526573734,918.798937879265,1101.50236739087,731.633475670674,1060.97909186791
Compound_90780,1140.04204375995,1046.69122268802,1053.12817937664,990.881269584739,1213.53688314734,1185.76892311232,1425.66066980174,1232.16738763649,941.155725581822,1163.0089392111,1187.83099659263,1042.54294766768
Compound_50243,912.715781185081,1349.21682318845,1179.61321530093,848.890419774889,652.979538053554,912.394576925404,609.495416765767,838.587623233323,893.547811827146,999.501953797664,1046.35467277843,1129.87175997094
Compound_81186,885.622781009965,736.836676175596,986.865115957168,938.188249806193,1305.23292073867,1272.4114114231,907.861169974482,1410.82272866746,897.490588059775,809.611252779104,979.856717049655,773.585965808824
Compound_29626,1161.1868025878,633.458219764851,1020.42144372878,1052.91856801749,702.354217154701,812.569312728244,555.870082238855,837.937090101215,1106.20055202917,1096.91615589246,913.17272289947,1039.02039892328
Compound_72700,1058.50404937266,910.484750188277,998.393796426033,1266.57824329903,906.949992798519,660.613305686561,616.858179513278,690.551193553172,1054.15035502422,1392.75552943386,1005.8827635684,1128.13214550248
Compound_27879,907.999978533383,754.96110028175,924.207962201831,1110.3063068286,1094.74867428319,1030.35773770701,1116.09476139294,1231.29489055169,819.611100796299,869.070589576142,554.333023011517,1165.16688230928
Compound_69153,1313.74245754312,1160.31888117183,817.691345941056,1528.5663140758,948.759686041423,818.765887483563,907.441035988527,1029.09424213759,1326.17067728304,1048.91640703852,1242.35189424794,1189.05188448935
Compound_77248,1094.78927305171,704.008802893363,1166.76097769161,1107.65671157167,1228.28952763631,1357.50932644981,1177.34220676534,983.667867361295,601.980637487154,945.933948321704,787.591400916815,802.478522007443
Compound_4868,932.617276493383,932.152121383043,1090.1004219633,947.556485846764,1082.93652361911,996.122799449947,1159.82325473592,1060.05149007599,848.367194021519,704.751692023834,776.416261278663,1081.07158757439
Compound_85411,1187.45689969752,1002.64483054162,935.252513829176,939.924993387075,612.333505130741,528.608524510568,757.784518930046,763.926995128109,1109.1509635959,1229.62057829414,979.619170755406,527.50902485691
Compound_15356,1309.20145229932,877.555562947835,1180.98364509673,1052.55659825617,634.596232776411,902.18566162026,861.392169153519,817.842927247703,1004.90305441109,1399.44924219701,593.30228848991,1180.50656847427
